Model,Region,Price_USD,Sales_Volume
5 Series,Europe,98093,3608
M5,South America,44012,1830
M3,Middle East,32850,7316
X5,Asia,96281,1897
X1,Africa,62010,446
X5,North America,33478,3307
5 Series,Africa,73301,7021
X1,South America,99283,6664
X1,North America,66823,7236
i8,Europe,36853,8352
X1,North America,83468,5062
7 Series,South America,57391,8801
i3,Asia,68613,3778
i3,South America,47160,976
7 Series,Africa,117669,2227
M5,Africa,32378,1697
X1,Africa,76243,4919
5 Series,Middle East,32098,6789
X1,North America,116930,4127
X3,Africa,81018,7315
X6,Europe,79632,6856
X1,Africa,115527,4843
M5,North America,70563,2920
X5,South America,82644,9514
7 Series,North America,73361,6436
7 Series,Europe,45093,499
3 Series,Asia,113787,6013
3 Series,Asia,54202,6016
M5,Asia,41760,6285
i8,Middle East,71212,9617
M5,Middle East,92682,5293
X3,North America,67455,191
M5,South America,68310,9847
i3,Africa,112217,4239
3 Series,North America,91664,9044
X5,North America,32645,709
3 Series,North America,117535,8404
M3,Africa,59662,5529
3 Series,Asia,86105,5719
M3,North America,110766,4709
X5,Middle East,46951,6053
X5,Asia,60233,3615
X3,Europe,96697,5364
X6,Asia,105933,6081
3 Series,Asia,111963,9110
X1,Asia,54701,9248
5 Series,Europe,91979,8539
X1,North America,73794,2041
3 Series,Asia,87156,4210
X5,South America,107713,2441
X1,Europe,36599,2333
5 Series,Europe,104876,9700
X3,Europe,76233,6542
M5,Europe,51487,3969
M3,Europe,117926,6252
i8,South America,35102,3994
X5,Africa,80833,4091
i3,Middle East,66839,7504
X5,Asia,72432,8076
i3,Asia,101687,1259
X6,North America,89119,6766
i8,South America,31190,8573
M3,South America,92237,7722
M5,North America,69580,3851
3 Series,North America,60666,4717
X6,Europe,113930,7302
5 Series,Europe,75901,8547
X6,Europe,70768,3993
5 Series,South America,72674,9547
5 Series,Middle East,95262,3784
X1,Africa,73905,7547
X3,Europe,109534,287
X5,Middle East,44131,6685
7 Series,North America,32788,7421
3 Series,Middle East,81493,6430
M5,Middle East,117846,9374
X3,Asia,62931,6657
3 Series,Middle East,75087,515
X3,Europe,111178,2590
i8,Asia,73492,7037
X5,Africa,70201,6080
X3,Europe,85916,4694
7 Series,South America,66646,9160
X5,Africa,119148,6452
i3,Asia,31718,5699
3 Series,Europe,56988,7701
5 Series,Asia,118625,3577
M3,North America,82023,3002
i3,South America,32596,3414
i3,Europe,79599,9980
X1,Asia,60976,201
X6,Middle East,69462,3938
X1,Asia,88921,1090
7 Series,North America,43930,5812
5 Series,Europe,70283,6713
3 Series,Africa,65319,818
7 Series,South America,38063,8914
X5,Africa,96688,8244
i8,Middle East,36940,7777
X6,Asia,83370,3388
i8,Europe,64537,5524
3 Series,Europe,69744,7886
X5,Africa,58251,1930
5 Series,Africa,84948,1895
M5,Middle East,119178,5500
X6,Asia,70607,723
X5,North America,90860,5132
i8,Middle East,63532,3116
M3,North America,116261,2451
X6,North America,86203,3618
5 Series,Middle East,108211,6274
M3,Asia,112343,5151
X1,Middle East,96841,2540
M5,Asia,46277,6337
M3,South America,116020,6847
X6,Asia,45167,581
M5,North America,103367,4365
X3,Africa,57356,1355
i8,North America,102051,1453
i3,North America,114251,5831
M5,Middle East,94539,8496
i3,Middle East,38614,4277
3 Series,Middle East,53004,6572
X5,Europe,79517,5598
X3,Middle East,71844,829
X1,Europe,61336,3859
X1,Europe,66823,9235
M3,Middle East,41441,3240
3 Series,Europe,76253,1587
M3,Middle East,99913,3906
X3,North America,31672,2380
M5,Asia,63549,7725
X6,Africa,47364,1424
M3,North America,110875,7163
3 Series,South America,38330,3720
3 Series,North America,40829,8019
M3,Europe,114135,4433
X6,Asia,86304,3069
7 Series,Asia,48035,8688
5 Series,South America,112714,2617
3 Series,Africa,119909,1345
X5,Asia,85694,2256
X5,Middle East,50590,4263
5 Series,Europe,42356,7762
X3,Asia,113655,5972
M3,Middle East,50552,9500
X6,Europe,34805,7601
i8,Europe,72127,8509
M5,Europe,52435,8366
X1,Europe,61097,9318
5 Series,Europe,34521,3509
7 Series,Europe,53417,1517
X5,Europe,74307,5999
5 Series,Europe,82881,7643
7 Series,Africa,119423,1175
X1,Europe,46654,862
X5,Middle East,99833,645
5 Series,South America,78811,3320
i8,Europe,116419,2977
i3,North America,92095,7432
i8,Middle East,88209,9825
i8,Asia,88887,4169
7 Series,Asia,49854,2718
X5,Middle East,59126,6583
i3,Middle East,78497,7289
X5,North America,49596,7157
X5,Asia,37342,7992
M3,North America,106140,4474
X1,Europe,33172,6853
X5,Europe,78563,286
X6,Middle East,76704,5415
X3,Europe,79849,1587
i8,Middle East,67383,9034
X3,South America,118545,1400
5 Series,Europe,113990,252
X3,Middle East,40449,5980
i3,Asia,110835,340
X3,South America,58492,7395
X1,North America,62489,8843
7 Series,Asia,56142,3766
i8,Africa,41894,1569
X3,South America,82849,9136
i8,South America,103589,7289
5 Series,South America,101921,2633
7 Series,Africa,41347,4863
X5,Asia,35050,5721
5 Series,Africa,61466,1644
i3,Asia,43757,7941
X5,Africa,52534,1896
i3,South America,39260,3562
5 Series,South America,35613,2764
X6,Africa,114774,2265
7 Series,Europe,48833,6976
M5,Africa,96522,682
X3,Asia,111376,5675
i3,Middle East,35136,3845
3 Series,Middle East,110279,7626
3 Series,Africa,109928,6964
M3,North America,89766,8803
3 Series,South America,33182,6503
i8,Middle East,34603,379
M5,Europe,63039,6301
5 Series,Africa,56902,1794
X1,North America,72114,4027
X6,North America,36843,670
X3,Middle East,91348,1964
X5,Asia,89330,2244
X6,Europe,73818,5708
M3,North America,92320,4368
X1,South America,96740,1464
i8,South America,115221,808
X5,Asia,31777,2026
3 Series,Europe,52828,6751
M3,Africa,48806,9279
i8,Asia,79741,1505
M3,Africa,117547,4999
i3,South America,115679,4000
M3,South America,104969,1771
7 Series,Africa,78973,3066
M3,North America,111237,4339
X6,Middle East,98650,4469
X5,Europe,99884,3783
3 Series,Asia,53533,4215
i3,Middle East,110398,2996
X6,Middle East,57926,8500
X3,Europe,104325,8264
i3,Asia,95672,3812
5 Series,Asia,63879,9170
X1,Middle East,100839,4492
X3,Africa,71310,4150
i8,Europe,94768,2611
7 Series,Europe,37333,4519
7 Series,Africa,45531,9350
M5,Africa,113512,243
X1,Africa,78972,4878
M3,South America,54489,2917
X6,Europe,38074,8517
3 Series,Africa,101812,8663
5 Series,South America,69103,7167
M5,Europe,47669,5434
X1,Asia,110031,5912
i8,Middle East,43041,8483
i8,Middle East,36942,9482
3 Series,North America,39114,6416
X5,Africa,112713,5272
i8,Middle East,101378,6836
7 Series,South America,54755,4276
X6,Africa,76792,2173
7 Series,South America,49775,2587
i3,Asia,39911,641
X5,Africa,63966,4379
3 Series,North America,45751,9231
i8,Europe,101730,1434
M3,Asia,50842,3696
i8,Asia,84038,1549
X5,Africa,63855,2736
X6,Asia,47975,3901
3 Series,North America,68128,978
X1,North America,108839,1029
X5,Europe,56121,2456
X5,Africa,48682,4477
M3,North America,76818,8959
M5,Europe,92309,7454
5 Series,Middle East,118410,2960
i8,South America,107923,676
X5,North America,111663,2328
i3,Middle East,52371,7386
M3,North America,95211,5656
X1,Europe,118196,810
3 Series,Africa,65974,5442
X5,North America,76864,345
X3,South America,58299,5652
i8,Europe,77366,2470
i3,Asia,108703,1036
X3,South America,90844,3442
7 Series,Europe,73498,8198
3 Series,South America,68435,4533
X5,Africa,79086,8434
X1,North America,109126,8805
3 Series,Europe,90299,8370
5 Series,North America,53597,7456
i8,South America,76543,5315
M5,South America,33763,1242
i3,Asia,44785,6297
7 Series,Africa,61417,2811
X1,South America,101079,7443
i8,Europe,80977,4018
X3,Asia,78303,2612
M3,North America,110072,3702
X6,South America,86907,2289
M5,South America,104614,7161
7 Series,Europe,117198,7534
i8,Asia,102713,1165
i3,Middle East,110861,8453
7 Series,Africa,118028,5144
X6,Europe,48809,3285
i3,South America,107453,9188
X5,North America,39060,5474
X1,South America,113540,2325
5 Series,Africa,82587,8550
7 Series,Europe,115691,9129
X3,Middle East,40276,7401
X6,Asia,39162,951
7 Series,Europe,100782,8385
X6,Africa,39726,8569
X5,Africa,36053,1363
X3,Asia,45974,2943
X1,South America,106872,2180
X3,South America,109734,3563
3 Series,Asia,57476,3414
5 Series,Asia,87785,3133
i8,Europe,33850,217
7 Series,Europe,60835,2517
X6,Asia,47737,4322
5 Series,North America,106863,9292
7 Series,Asia,78773,8783
5 Series,Asia,37804,165
M5,South America,46967,7731
X6,Africa,39468,9602
i3,South America,55418,7912
7 Series,Middle East,66335,7340
X6,Europe,33562,7511
7 Series,Asia,105390,8097
X6,North America,55393,8192
X1,Europe,99879,3579
X6,South America,47959,2695
X1,North America,102479,4074
X6,Europe,78439,7177
X6,Europe,108929,9364
7 Series,Asia,54648,5843
X3,Europe,85364,7788
X3,Asia,31058,8382
5 Series,Africa,43321,119
7 Series,Middle East,64384,5421
3 Series,South America,116356,7411
X6,South America,91565,5837
i8,Europe,117547,6743
M5,Middle East,103481,5414
X3,Africa,84478,7004
M5,Europe,96297,9233
i8,Asia,72614,3714
X1,Europe,74293,2296
X1,Asia,107321,2958
X3,North America,54088,2056
X6,Middle East,71113,7553
i3,South America,103171,5266
X6,North America,56887,5125
i3,South America,46805,7015
5 Series,Europe,103936,5824
X1,Africa,30575,475
X1,North America,61673,2955
X1,Middle East,105634,1654
X3,Asia,113898,9172
M5,Europe,57169,7557
3 Series,North America,115370,3699
X1,North America,48651,6310
i8,Asia,97359,1849
M3,South America,96347,6786
M3,North America,72326,2906
X6,Europe,65924,9826
X6,South America,56699,8826
X3,Africa,102096,296
M5,South America,39218,8444
i3,Asia,97442,7854
X3,Europe,109860,214
X5,Europe,109315,1708
X6,North America,48853,1723
3 Series,Africa,80628,9049
M3,Middle East,96241,6451
i3,Asia,68629,4389
X1,South America,100039,3767
i8,Europe,87263,8069
X6,North America,101732,6949
X5,Middle East,82399,6093
X6,Middle East,84630,5035
5 Series,South America,91986,443
X6,Europe,108939,1360
M5,South America,55874,8163
5 Series,Europe,90927,701
7 Series,Europe,92075,8979
M5,Middle East,85746,4263
3 Series,Asia,83325,741
7 Series,South America,105230,5179
X1,South America,33171,2729
X1,Africa,89141,6940
5 Series,South America,69652,4570
7 Series,Asia,35717,1346
X3,North America,103752,6782
X6,South America,45388,7043
i8,North America,35804,322
X3,Africa,64749,4724
7 Series,Middle East,110674,1240
M5,Europe,68596,4430
X3,Africa,61740,6494
X5,Middle East,62160,1988
X6,Africa,59338,2617
7 Series,South America,96293,2545
5 Series,Europe,111397,5053
X1,North America,42921,5682
X1,Africa,62273,344
X5,Africa,93851,3937
5 Series,Asia,93890,9760
X1,Asia,39098,5887
X5,South America,106815,1967
M5,South America,104913,4767
i3,South America,99308,6249
i3,South America,92795,5645
3 Series,Europe,102075,3887
i8,Middle East,73261,3061
5 Series,Africa,93560,2401
X1,Asia,69149,7970
X5,Africa,45005,9403
X6,Asia,108654,1447
i8,Africa,34324,9867
X6,Africa,94821,6625
3 Series,Africa,43578,2892
X3,Asia,65018,6998
X1,Europe,68815,3935
M5,South America,99759,5529
7 Series,South America,108291,4995
X1,Asia,52386,7094
M5,Europe,49887,9607
7 Series,Asia,103833,669
X6,Africa,33949,6443
7 Series,Middle East,117853,6523
X3,Africa,58801,6155
X6,North America,42464,1092
3 Series,Africa,108942,9128
3 Series,Europe,65070,6729
X6,Europe,92212,3468
5 Series,Middle East,43275,2579
X6,North America,50839,5190
X5,Africa,48736,5391
M3,Asia,115541,3257
X1,North America,40834,8721
X6,North America,34913,7335
3 Series,South America,52874,886
M5,North America,86439,3722
X3,Africa,51330,6418
3 Series,South America,114483,209
X5,Africa,68851,6960
7 Series,Asia,117502,2962
i8,North America,71117,8626
3 Series,Africa,80292,9651
X5,Asia,83491,6666
X1,Europe,44592,9633
i3,North America,101008,6863
7 Series,Europe,37879,2017
i8,Africa,97733,2282
i8,Africa,84852,5412
3 Series,Asia,96847,1452
X3,Asia,30948,5931
X1,Asia,86242,410
i8,North America,113660,7074
3 Series,Asia,40343,9845
X3,Middle East,84145,1049
X1,South America,33993,5977
i3,South America,111460,288
M5,North America,119577,8154
i3,Middle East,39888,3254
3 Series,North America,97179,7508
M3,North America,100950,9418
M5,South America,61853,3453
i8,Europe,93533,4444
X5,Middle East,47614,2012
M5,Africa,86643,4103
X6,Africa,90152,4169
5 Series,Asia,42004,7417
7 Series,Africa,46708,7266
3 Series,Asia,60048,687
i8,North America,77451,9797
X1,North America,113719,5003
7 Series,Europe,100677,4581
M3,North America,79096,7375
X6,South America,47003,6787
i8,North America,109648,9560
X3,Europe,104857,4183
i8,Middle East,56042,5092
i8,North America,47772,7207
5 Series,Asia,81636,1417
X3,South America,90164,8423
M5,South America,38651,2988
X1,North America,49178,9909
X6,Europe,85269,3212
X1,Africa,90785,3731
X6,Europe,82994,6638
3 Series,Europe,47001,9568
i3,Asia,30996,1843
i8,Middle East,76517,747
X6,North America,81568,2806
M5,Europe,84598,8158
X6,Africa,78494,3452
5 Series,Middle East,104954,9414
X6,Middle East,87920,8869
7 Series,North America,63430,3085
M5,Africa,38685,5319
M3,Middle East,95715,2287
X5,Africa,32183,4062
3 Series,Africa,75132,7907
X6,South America,38877,812
X3,South America,91417,5514
i8,Asia,101308,7747
M3,North America,97607,2839
X3,South America,66042,256
5 Series,Africa,62863,3853
i3,Africa,90418,4335
7 Series,South America,88918,4738
i8,Africa,62658,4102
i3,Europe,45852,4949
i3,South America,82869,4128
M5,Asia,113613,3801
M3,Africa,108966,2133
3 Series,North America,75974,502
5 Series,Middle East,114407,8989
3 Series,South America,47011,8512
M5,Asia,91316,256
X5,North America,90714,3073
7 Series,Asia,34574,8248
M3,Europe,62699,5019
X3,Asia,39177,7960
M5,Asia,117437,9212
3 Series,Europe,105425,1451
i8,North America,69210,1653
X5,North America,35928,7683
X5,Europe,88761,6602
i8,North America,108180,1492
5 Series,Africa,117460,3445
7 Series,South America,89088,9329
X6,Asia,111043,6557
X6,South America,60325,9398
i8,Africa,112025,2550
X5,Africa,42229,8329
X1,Asia,76287,8867
i3,Africa,85275,9874
i3,South America,104535,8265
3 Series,North America,98849,167
X5,Asia,82190,357
X1,Europe,115633,8820
M5,Asia,101520,5156
X5,Europe,32826,7166
X1,Asia,63441,2573
M3,Africa,46381,618
3 Series,Africa,46423,2724
i3,Middle East,110524,6090
M5,North America,82951,3829
M3,Middle East,108817,3378
X1,Middle East,64800,5702
X6,Africa,67658,5529
M5,Africa,71534,3853
5 Series,Europe,118231,8494
7 Series,Middle East,92276,1957
X5,Africa,83179,9150
i3,Africa,76164,7405
X3,South America,35070,8287
M5,Middle East,117034,8262
X5,South America,44639,1771
M3,Europe,91110,9772
X5,Africa,55999,701
3 Series,South America,94640,5970
3 Series,Africa,83904,5274
X5,South America,78764,8193
i3,South America,47351,4826
5 Series,North America,99237,5910
3 Series,Asia,91882,129
M5,Africa,65707,6253
X6,Africa,62778,1488
7 Series,North America,110351,5845
M5,South America,103675,8430
i3,South America,105157,8849
M5,South America,57059,604
X6,South America,74718,1418
X5,Europe,46629,7446
7 Series,Europe,76577,6946
X1,South America,32610,7930
X3,North America,108647,4712
3 Series,Middle East,105628,9252
i8,South America,119412,7131
M3,Europe,39496,7939
X6,Europe,89895,9699
X6,Middle East,35875,4372
M3,North America,86547,3905
X1,North America,43945,4285
i8,North America,39944,1388
i3,Asia,73148,8346
i8,Africa,62712,6050
X5,Asia,106589,2794
X5,Asia,43155,3200
i8,Europe,95063,8871
X6,Middle East,60946,3137
X3,Europe,46323,2490
X1,Europe,83831,9558
7 Series,Europe,100822,9242
M3,Asia,87059,6410
i8,Asia,103328,5140
i8,Middle East,106105,9711
X3,South America,33867,5429
X5,Asia,40597,4920
X6,Asia,115887,7230
M3,North America,66059,310
M5,South America,105146,8871
3 Series,North America,40630,2586
3 Series,Europe,106985,5623
7 Series,North America,66703,9651
M5,Africa,113224,9685
3 Series,South America,71291,7785
7 Series,North America,84253,5305
i3,Europe,53680,5014
i3,Africa,69544,4027
M3,Asia,52077,3018
M5,Africa,94277,7176
3 Series,Asia,91804,7171
7 Series,Middle East,111730,964
5 Series,Africa,58292,3615
M5,Middle East,105757,8844
5 Series,Africa,62322,9217
5 Series,Asia,30155,2166
M3,South America,100256,4272
M5,Middle East,31996,1365
X3,Asia,119593,3743
X1,Asia,46107,2048
i3,Middle East,43500,1685
5 Series,North America,55602,4203
X5,Europe,94334,874
M3,Asia,78617,4636
X5,Middle East,72415,6661
i3,North America,89104,2508
i8,South America,37043,7879
X6,Middle East,61848,3467
X6,North America,87833,3498
i8,North America,54166,9455
i8,Asia,36688,2269
X1,Middle East,87268,7435
M3,Africa,117216,9378
i8,North America,36432,9167
X1,Middle East,103497,5436
3 Series,Middle East,100514,1485
M3,Europe,55088,2028
i8,Middle East,56379,6497
7 Series,Asia,53780,1594
i8,Asia,119895,4680
7 Series,Asia,48155,5418
X6,North America,32871,8865
3 Series,Asia,112782,6985
X1,Africa,93644,6385
X1,Asia,114624,9076
i3,Middle East,75065,7748
M5,North America,85553,9449
3 Series,Middle East,104976,9586
i8,North America,84929,7891
3 Series,Asia,90997,7042
X1,Middle East,73495,7699
X5,North America,52356,2887
X6,Asia,56700,8802
X3,North America,59251,8171
X5,South America,105397,139
M5,Asia,94636,3842
X5,South America,108899,394
i8,Africa,69668,1143
i8,Europe,104449,3469
X5,Middle East,61639,3738
M3,North America,52945,9794
i3,Asia,36567,6870
3 Series,Europe,52216,5712
3 Series,Europe,107564,3790
M3,Europe,47264,4437
X6,Middle East,95658,5980
7 Series,Africa,105363,5103
5 Series,Middle East,73566,4163
X1,Middle East,109780,4374
i3,South America,66338,3530
X1,North America,91484,9222
M5,Middle East,87924,9900
M5,Europe,104526,4669
5 Series,Middle East,100108,6054
5 Series,Asia,54162,3413
X3,South America,55913,7600
X1,Middle East,31251,7469
X3,Asia,92324,7681
i3,Europe,68528,2685
X1,Asia,105512,528
M3,North America,114915,2709
M3,Asia,47011,4684
i3,Asia,84737,2345
X6,Europe,97393,4749
M3,North America,80072,924
M3,North America,85383,9054
3 Series,Europe,101762,1406
X6,Asia,101083,4412
5 Series,South America,89370,3531
M3,Africa,107651,6901
M3,Africa,53793,9110
5 Series,Africa,113360,1448
X1,Africa,67705,7587
X3,Africa,44024,314
5 Series,South America,97283,4434
M3,Africa,33185,6109
X1,Middle East,104628,2978
X1,Middle East,109409,8485
7 Series,Middle East,40069,6062
3 Series,South America,44730,661
7 Series,South America,89704,8958
M5,South America,105905,4111
7 Series,Middle East,67220,5007
3 Series,Asia,67780,7266
X3,Middle East,66636,7919
X3,South America,62280,853
i8,Africa,75739,1891
M5,Africa,105120,777
M5,Asia,62551,7092
i8,Africa,73479,2907
X1,South America,107112,9208
5 Series,Africa,113678,3932
3 Series,Africa,117535,9479
M3,Asia,91385,9362
i3,Africa,93933,5336
i3,Europe,79178,9908
X1,Middle East,45634,4807
5 Series,North America,92587,3479
5 Series,Europe,88809,2813
5 Series,Africa,62812,8904
i3,Middle East,34382,9763
7 Series,North America,99566,9791
i8,North America,51337,7201
3 Series,Asia,87775,144
X6,Middle East,68729,4185
i8,North America,48540,8955
7 Series,Africa,45011,635
M5,South America,114987,5916
5 Series,Africa,57402,5609
7 Series,Middle East,117279,8161
5 Series,Asia,119322,8956
7 Series,Europe,50104,5055
7 Series,Middle East,56191,4726
X1,Europe,70976,3582
X6,Africa,37272,6889
M3,Asia,111396,2677
M5,Asia,81136,3492
X5,North America,60977,4634
X3,Asia,91213,8494
3 Series,Asia,70941,8794
7 Series,Asia,102080,4389
M3,Europe,97591,4311
3 Series,South America,96832,811
7 Series,Africa,91329,3641
X6,South America,102095,9257
X1,North America,100631,3292
X1,Europe,68141,2489
X6,Asia,57277,2076
M3,North America,42012,8565
3 Series,South America,111136,6188
X5,North America,69873,5746
i8,Africa,110829,6749
M5,South America,45399,7739
i3,Africa,103130,4926
M5,South America,72813,6144
X5,Middle East,87475,8637
5 Series,Middle East,58888,5947
X1,North America,95754,2440
X5,South America,107895,378
i8,South America,83798,1944
i8,Africa,113096,7947
X5,Europe,117059,4317
5 Series,North America,110879,3923
X3,North America,105305,2843
X5,Europe,79285,1591
i8,North America,75922,2395
i3,South America,74508,769
X6,Africa,53594,1208
X6,North America,49537,659
X5,Europe,58442,8592
i3,Africa,72037,7348
X6,North America,77917,4448
3 Series,Asia,111648,289
M3,Africa,48736,608
i8,North America,31194,5999
5 Series,Asia,115648,6845
X3,Asia,74392,5868
5 Series,Middle East,115695,7741
i8,Africa,82098,3095
X1,North America,79871,822
3 Series,Africa,49649,6432
i3,Middle East,113747,978
X1,North America,80132,6951
M5,Asia,54606,7619
M5,South America,70464,7282
M3,Middle East,45281,6821
X6,Europe,41730,3469
i8,Africa,108800,2453
i8,South America,72783,8822
i3,Asia,58361,4624
X6,North America,83826,9134
X5,Africa,71893,5846
i3,Middle East,49793,1604
3 Series,Africa,87339,4507
X5,Asia,63008,9307
7 Series,Middle East,117906,3128
X5,North America,37826,8987
X1,Asia,84458,7639
7 Series,North America,82426,8896
X6,Asia,117651,7049
3 Series,Europe,81530,6873
X6,Africa,51986,2259
X3,South America,70924,2959
i3,Middle East,106060,5253
7 Series,Europe,78761,9208
M3,Africa,103103,1173
X5,Europe,49936,7034
X1,Middle East,117842,6616
7 Series,Africa,105538,2338
X1,Middle East,100084,4450
3 Series,Europe,42418,2224
7 Series,Europe,89887,7480
i3,South America,111390,8554
X5,Europe,85901,2227
M5,Africa,61794,3400
X3,North America,79928,9656
7 Series,Europe,115076,7060
X1,North America,48995,4359
7 Series,Middle East,40635,8321
i3,Europe,38486,5969
7 Series,Asia,103473,8472
5 Series,South America,45412,9343
i3,Europe,59816,9570
3 Series,Africa,111687,7014
X3,Europe,78434,1969
M5,Africa,75010,2411
M3,North America,38594,5749
M5,Middle East,44245,2196
X6,Africa,58909,5876
7 Series,Africa,98879,615
3 Series,North America,71542,6549
X3,Asia,95552,1541
X6,South America,104781,7189
i3,Europe,107319,2916
3 Series,Africa,85483,8326
X5,North America,65466,6904
X3,Middle East,85348,6869
M5,North America,118998,3974
7 Series,North America,54988,4410
i8,Asia,115808,2650
i3,South America,108912,5199
X3,South America,118092,3492
X3,South America,73465,5890
M3,Africa,79438,8830
X1,Asia,100479,7226
X3,Asia,37649,8375
3 Series,Middle East,100477,586
i3,Europe,95374,9539
i3,South America,41635,2559
3 Series,Middle East,42722,7654
X1,Europe,84380,8648
i8,Europe,86569,6689
X1,North America,58431,5703
i3,South America,96938,790
i3,South America,31875,8390
7 Series,Asia,37465,4782
X6,Africa,90841,9415
X1,Africa,66267,9772
M3,Asia,34818,4243
M3,Europe,109803,3134
M3,Asia,31639,6602
X5,North America,96222,8015
X3,South America,87329,4602
i8,South America,53925,1694
5 Series,Africa,110277,8042
i8,Europe,114500,5014
X6,North America,70922,2542
M5,Middle East,79997,3101
X6,Middle East,66606,7238
5 Series,Europe,87848,4297
X1,Europe,92884,3554
5 Series,Africa,82125,3341
3 Series,Africa,52091,6061
M3,Africa,92745,5009
i8,Middle East,45367,5676
3 Series,South America,73314,7720
i8,North America,80609,3903
X6,Asia,76280,6098
M5,Middle East,66498,950
i3,Middle East,60014,6898
5 Series,Asia,107937,915
X5,Middle East,56108,9493
X3,Europe,69893,5393
7 Series,South America,30665,6014
i8,Africa,53249,982
i3,Middle East,62867,4186
i3,Africa,95655,2329
X5,South America,56473,9343
M3,Asia,115240,6631
X1,Africa,81930,6256
X1,South America,45164,6236
5 Series,Africa,33007,5985
7 Series,North America,56114,1311
i8,Africa,35763,4530
X3,Middle East,38896,3286
5 Series,Africa,32073,7824
3 Series,Asia,110216,8287
i8,South America,70615,7241
M5,Asia,34558,3971
M3,Asia,117607,9775
M3,Africa,55498,8693
7 Series,South America,93836,745
X1,North America,81522,2278
M5,South America,118084,4256
M3,Europe,80090,1449
i8,South America,97276,1258
5 Series,Europe,69893,7224
3 Series,Europe,77002,3609
M5,Europe,86644,7911
i3,Asia,101151,4547
i8,Africa,33282,7385
i8,North America,90442,4640
M5,South America,105401,480
i8,Asia,34825,7082
5 Series,Africa,73201,6542
i3,Asia,99367,5711
M5,North America,115267,2252
i8,Middle East,55264,1526
X3,North America,71637,896
X5,Europe,95767,7312
X1,North America,76180,559
M5,South America,74449,9180
X6,Middle East,38379,8537
X3,North America,85556,678
i3,Asia,30203,9165
i3,Middle East,86464,6705
i8,Asia,34153,7714
X6,Africa,98641,1568
X5,Africa,80709,1100
3 Series,Middle East,48931,2336
i8,Middle East,41517,1082
5 Series,Asia,83507,5237
X3,South America,81268,2704
M5,South America,49085,3453
7 Series,North America,47296,4980
X6,Asia,103930,3276
5 Series,Africa,87838,734
3 Series,South America,39564,3924
M3,South America,49781,3116
i8,Middle East,82298,9996
M3,Asia,39630,2514
X5,Europe,52561,7461
3 Series,Asia,92850,8930
X3,Asia,76268,920
X1,Asia,91084,7431
M5,South America,110158,5676
7 Series,Middle East,104407,1817
X6,Africa,75893,2111
3 Series,South America,61963,2426
M5,Middle East,56199,7180
X1,South America,91197,774
X6,Asia,69454,7812
i3,South America,91465,4345
i8,Middle East,105719,2768
X6,Middle East,58030,8423
X5,Europe,49223,470
i8,Europe,86896,6974
X3,North America,35769,391
3 Series,Africa,48745,7198
i3,Europe,114959,1672
5 Series,Africa,87706,6813
i3,North America,42273,899
M5,South America,68269,8390
5 Series,Africa,116769,8288
5 Series,Africa,41326,2546
3 Series,Middle East,92226,9173
5 Series,Europe,100475,2335
M3,Africa,102142,9719
3 Series,Africa,98324,506
X6,South America,35549,7365
M3,North America,41377,6749
i8,Africa,61242,3289
X1,South America,50652,8939
X5,Europe,59456,6508
i3,South America,46525,1702
X5,Europe,56155,317
7 Series,Middle East,51844,6026
i3,Europe,36181,5503
X3,South America,57670,6939
3 Series,North America,55670,5062
X5,Europe,47327,5756
i3,Middle East,68326,2752
X5,Middle East,82442,979
5 Series,Middle East,51848,8464
M5,Europe,58789,1669
M5,South America,83572,9871
X1,Asia,67895,4181
i8,Asia,51396,7320
X1,Africa,77515,9692
M3,Europe,75506,2757
M5,North America,87007,1386
X5,Europe,50604,7253
X6,Asia,74244,9074
X3,Africa,46595,3726
5 Series,North America,100057,6199
5 Series,Asia,115867,2697
3 Series,South America,47857,8369
M5,Middle East,110912,8959
3 Series,North America,109628,7162
M5,South America,111323,2584
i3,Europe,66940,992
M3,Asia,90351,1218
X6,Africa,114257,891
7 Series,Africa,106739,5527
X6,Middle East,39266,612
i8,Asia,65170,3691
3 Series,North America,70247,1665
X1,Europe,40254,7491
X1,North America,112906,5684
M3,South America,112420,4489
X1,Asia,41191,6332
X5,North America,58598,976
7 Series,Europe,50745,1419
i3,Asia,109255,1825
7 Series,Africa,64593,2936
X3,North America,72536,2920
M3,Middle East,54655,4066
M3,Europe,30922,3408
M5,North America,72943,8237
i3,Europe,94323,2918
X3,Africa,51050,826
X6,Africa,103993,673
5 Series,South America,47085,1985
X1,Africa,33186,1156
i3,South America,79330,8772
i8,North America,30246,9181
i8,Middle East,62412,9634
7 Series,Asia,98347,4485
7 Series,Africa,105840,3071
3 Series,Africa,90344,171
X6,South America,34024,836
X6,Middle East,94193,1391
X5,Africa,46008,8583
X3,Africa,49331,1384
X6,Africa,64687,9439
5 Series,Middle East,36311,2981
M5,North America,87372,3366
X3,Asia,45404,6339
i3,South America,73618,6386
M3,Asia,115373,8233
i3,South America,49664,5055
3 Series,Europe,52236,3593
5 Series,Asia,102083,5437
X3,Europe,70021,8692
i8,South America,43545,4769
7 Series,Middle East,102092,7726
i3,North America,60954,6618
5 Series,Middle East,109091,5266
3 Series,Europe,77758,6317
X3,Asia,78463,5395
M3,North America,51499,8865
X1,Africa,74029,2615
i3,Middle East,50103,7574
3 Series,North America,80160,6558
